Bayesian optimization of sru starts
-------------------------------------------------------------------
1回目
{'dropout': 0.9855760506615988, 'clip': 7.070732643474399, 'weight_decay': 0.0003000320019508965, 'l_rate': 0.04315845980687884}
EPOCH:: 21, (31m 57s) train_cost: 2.307, test_cost: 2.308, train_acc: 0.106, test_acc: 0.110
EPOCH:: 22, (33m 27s) train_cost: 2.307, test_cost: 2.306, train_acc: 0.106, test_acc: 0.110
EPOCH:: 23, (34m 57s) train_cost: 2.307, test_cost: 2.306, train_acc: 0.105, test_acc: 0.103
EPOCH:: 24, (36m 31s) train_cost: 2.307, test_cost: 2.306, train_acc: 0.107, test_acc: 0.110
EPOCH:: 25, (38m 5s) train_cost: 2.307, test_cost: 2.307, train_acc: 0.105, test_acc: 0.103
EPOCH:: 26, (39m 41s) train_cost: 2.306, test_cost: 2.312, train_acc: 0.105, test_acc: 0.110
EPOCH:: 27, (41m 15s) train_cost: 2.307, test_cost: 2.306, train_acc: 0.106, test_acc: 0.100
EPOCH:: 28, (42m 51s) train_cost: 2.308, test_cost: 2.307, train_acc: 0.103, test_acc: 0.098
EPOCH:: 29, (44m 21s) train_cost: 2.307, test_cost: 2.305, train_acc: 0.106, test_acc: 0.110
EPOCH:: 30, (45m 52s) train_cost: 2.306, test_cost: 2.309, train_acc: 0.105, test_acc: 0.110
EPOCH:: 31, (47m 22s) train_cost: 2.307, test_cost: 2.308, train_acc: 0.105, test_acc: 0.103
EPOCH:: 32, (48m 52s) train_cost: 2.307, test_cost: 2.308, train_acc: 0.104, test_acc: 0.097
EPOCH:: 33, (50m 22s) train_cost: 2.306, test_cost: 2.305, train_acc: 0.105, test_acc: 0.103
EPOCH:: 34, (51m 52s) train_cost: 2.307, test_cost: 2.305, train_acc: 0.107, test_acc: 0.110
EPOCH:: 35, (53m 21s) train_cost: 2.307, test_cost: 2.310, train_acc: 0.106, test_acc: 0.103
EPOCH:: 36, (54m 52s) train_cost: 2.306, test_cost: 2.307, train_acc: 0.105, test_acc: 0.098
EPOCH:: 37, (56m 24s) train_cost: 2.307, test_cost: 2.307, train_acc: 0.104, test_acc: 0.110
EPOCH:: 38, (57m 59s) train_cost: 2.306, test_cost: 2.303, train_acc: 0.106, test_acc: 0.110
EPOCH:: 39, (59m 34s) train_cost: 2.308, test_cost: 2.306, train_acc: 0.107, test_acc: 0.103
EPOCH:: 40, (61m 9s) train_cost: 2.309, test_cost: 2.306, train_acc: 0.106, test_acc: 0.105
EPOCH:: 41, (62m 44s) train_cost: 2.307, test_cost: 2.307, train_acc: 0.103, test_acc: 0.110
EPOCH:: 42, (64m 17s) train_cost: 2.308, test_cost: 2.307, train_acc: 0.104, test_acc: 0.110
EPOCH:: 43, (65m 46s) train_cost: 2.307, test_cost: 2.305, train_acc: 0.104, test_acc: 0.102
EPOCH:: 44, (67m 16s) train_cost: 2.308, test_cost: 2.307, train_acc: 0.103, test_acc: 0.102
EPOCH:: 45, (68m 46s) train_cost: 2.307, test_cost: 2.304, train_acc: 0.103, test_acc: 0.105
EPOCH:: 46, (70m 15s) train_cost: 2.305, test_cost: 2.309, train_acc: 0.105, test_acc: 0.110
EPOCH:: 47, (71m 45s) train_cost: 2.306, test_cost: 2.305, train_acc: 0.106, test_acc: 0.103
EPOCH:: 48, (73m 14s) train_cost: 2.305, test_cost: 2.305, train_acc: 0.107, test_acc: 0.110
EPOCH:: 49, (74m 45s) train_cost: 2.306, test_cost: 2.304, train_acc: 0.106, test_acc: 0.110
EPOCH:: 50, (76m 15s) train_cost: 2.308, test_cost: 2.305, train_acc: 0.105, test_acc: 0.110
max test_acc: 0.110
-------------------------------------------------------------------
11回目
{'dropout': 0.26173877481275953, 'clip': 2925.4042227640757, 'weight_decay': 0.00011813244108811544, 'l_rate': 0.0037046604805510137}
EPOCH:: 1, (1m 29s) train_cost: 2.225, test_cost: 2.064, train_acc: 0.175, test_acc: 0.055
EPOCH:: 2, (3m 0s) train_cost: 1.616, test_cost: 1.245, train_acc: 0.119, test_acc: 0.053
EPOCH:: 3, (4m 30s) train_cost: 1.222, test_cost: 1.027, train_acc: 0.103, test_acc: 0.143
EPOCH:: 4, (6m 1s) train_cost: 1.027, test_cost: 0.836, train_acc: 0.132, test_acc: 0.193
EPOCH:: 5, (7m 32s) train_cost: 0.802, test_cost: 0.680, train_acc: 0.199, test_acc: 0.132
EPOCH:: 6, (9m 1s) train_cost: 0.661, test_cost: 0.580, train_acc: 0.089, test_acc: 0.041
EPOCH:: 7, (10m 32s) train_cost: 0.753, test_cost: 0.778, train_acc: 0.083, test_acc: 0.213
EPOCH:: 8, (12m 2s) train_cost: 0.679, test_cost: 0.562, train_acc: 0.098, test_acc: 0.052
EPOCH:: 9, (13m 31s) train_cost: 0.565, test_cost: 0.502, train_acc: 0.048, test_acc: 0.075
EPOCH:: 10, (15m 1s) train_cost: 0.531, test_cost: 0.479, train_acc: 0.060, test_acc: 0.085
EPOCH:: 11, (16m 33s) train_cost: 0.495, test_cost: 0.473, train_acc: 0.074, test_acc: 0.079
EPOCH:: 12, (18m 7s) train_cost: 0.478, test_cost: 0.447, train_acc: 0.080, test_acc: 0.095
EPOCH:: 13, (19m 42s) train_cost: 0.450, test_cost: 0.395, train_acc: 0.090, test_acc: 0.107
EPOCH:: 14, (21m 18s) train_cost: 0.415, test_cost: 0.382, train_acc: 0.104, test_acc: 0.112
EPOCH:: 15, (22m 55s) train_cost: 0.407, test_cost: 0.386, train_acc: 0.105, test_acc: 0.114
EPOCH:: 16, (24m 29s) train_cost: 0.382, test_cost: 0.382, train_acc: 0.115, test_acc: 0.111
EPOCH:: 17, (26m 9s) train_cost: 0.366, test_cost: 0.411, train_acc: 0.120, test_acc: 0.107
EPOCH:: 18, (27m 42s) train_cost: 0.418, test_cost: 0.357, train_acc: 0.102, test_acc: 0.123
EPOCH:: 19, (29m 16s) train_cost: 0.351, test_cost: 0.337, train_acc: 0.126, test_acc: 0.130
EPOCH:: 20, (30m 48s) train_cost: 0.349, test_cost: 0.374, train_acc: 0.126, test_acc: 0.110
EPOCH:: 21, (32m 17s) train_cost: 0.334, test_cost: 0.315, train_acc: 0.128, test_acc: 0.139
EPOCH:: 22, (33m 47s) train_cost: 0.327, test_cost: 0.320, train_acc: 0.133, test_acc: 0.135
EPOCH:: 23, (35m 16s) train_cost: 0.335, test_cost: 0.322, train_acc: 0.131, test_acc: 0.136
EPOCH:: 24, (36m 45s) train_cost: 0.319, test_cost: 0.302, train_acc: 0.136, test_acc: 0.139
EPOCH:: 25, (38m 14s) train_cost: 0.309, test_cost: 0.312, train_acc: 0.140, test_acc: 0.142
EPOCH:: 26, (39m 45s) train_cost: 0.313, test_cost: 0.306, train_acc: 0.140, test_acc: 0.140
EPOCH:: 27, (41m 13s) train_cost: 0.297, test_cost: 0.285, train_acc: 0.146, test_acc: 0.150
EPOCH:: 28, (42m 43s) train_cost: 0.292, test_cost: 0.284, train_acc: 0.146, test_acc: 0.150
EPOCH:: 29, (44m 13s) train_cost: 0.295, test_cost: 0.291, train_acc: 0.147, test_acc: 0.143
EPOCH:: 30, (45m 43s) train_cost: 0.282, test_cost: 0.270, train_acc: 0.152, test_acc: 0.158
EPOCH:: 31, (47m 14s) train_cost: 0.302, test_cost: 0.270, train_acc: 0.145, test_acc: 0.154
EPOCH:: 32, (48m 44s) train_cost: 0.264, test_cost: 0.278, train_acc: 0.157, test_acc: 0.150
EPOCH:: 33, (50m 15s) train_cost: 0.274, test_cost: 0.266, train_acc: 0.157, test_acc: 0.159
EPOCH:: 34, (51m 49s) train_cost: 0.267, test_cost: 0.247, train_acc: 0.157, test_acc: 0.165
EPOCH:: 35, (53m 25s) train_cost: 0.256, test_cost: 0.264, train_acc: 0.162, test_acc: 0.155
EPOCH:: 36, (55m 0s) train_cost: 0.250, test_cost: 0.306, train_acc: 0.165, test_acc: 0.141
EPOCH:: 37, (56m 36s) train_cost: 0.251, test_cost: 0.248, train_acc: 0.163, test_acc: 0.163
EPOCH:: 38, (58m 11s) train_cost: 0.245, test_cost: 0.251, train_acc: 0.166, test_acc: 0.160
EPOCH:: 39, (59m 43s) train_cost: 0.253, test_cost: 0.231, train_acc: 0.162, test_acc: 0.171
EPOCH:: 40, (61m 13s) train_cost: 0.243, test_cost: 0.243, train_acc: 0.166, test_acc: 0.168
EPOCH:: 41, (62m 43s) train_cost: 0.247, test_cost: 0.264, train_acc: 0.165, test_acc: 0.158
EPOCH:: 42, (64m 13s) train_cost: 0.243, test_cost: 0.246, train_acc: 0.167, test_acc: 0.165
EPOCH:: 43, (65m 46s) train_cost: 0.234, test_cost: 0.255, train_acc: 0.170, test_acc: 0.163
EPOCH:: 44, (67m 22s) train_cost: 0.233, test_cost: 0.236, train_acc: 0.169, test_acc: 0.170
EPOCH:: 45, (69m 0s) train_cost: 0.225, test_cost: 0.244, train_acc: 0.172, test_acc: 0.166
EPOCH:: 46, (70m 38s) train_cost: 0.229, test_cost: 0.290, train_acc: 0.172, test_acc: 0.152
EPOCH:: 47, (72m 19s) train_cost: 0.236, test_cost: 0.254, train_acc: 0.168, test_acc: 0.161
EPOCH:: 48, (73m 55s) train_cost: 0.228, test_cost: 0.244, train_acc: 0.171, test_acc: 0.161
EPOCH:: 49, (75m 33s) train_cost: 0.228, test_cost: 0.215, train_acc: 0.171, test_acc: 0.177
EPOCH:: 50, (77m 9s) train_cost: 0.221, test_cost: 0.228, train_acc: 0.175, test_acc: 0.172
max test_acc: 0.213
-------------------------------------------------------------------
12回目
{'dropout': 0.06992321494455245, 'clip': 26.766944371418067, 'weight_decay': 0.0004790369686519976, 'l_rate': 0.01008880044142326}
EPOCH:: 1, (1m 36s) train_cost: 2.302, test_cost: 2.301, train_acc: 0.112, test_acc: 0.110
EPOCH:: 2, (3m 12s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 3, (4m 49s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 4, (6m 27s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 5, (8m 6s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 6, (9m 46s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 7, (11m 25s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 8, (13m 5s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 9, (14m 41s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 10, (16m 18s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 11, (17m 52s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 12, (19m 29s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 13, (21m 5s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 14, (22m 40s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 15, (24m 16s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 16, (25m 53s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 17, (27m 29s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 18, (29m 6s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 19, (30m 41s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 20, (32m 16s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 21, (33m 54s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 22, (35m 30s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 23, (37m 8s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 24, (38m 46s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 25, (40m 24s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 26, (42m 3s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 27, (43m 43s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 28, (45m 24s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 29, (47m 1s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 30, (48m 36s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 31, (50m 12s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 32, (51m 49s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 33, (53m 26s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 34, (55m 5s) train_cost: 2.302, test_cost: 2.301, train_acc: 0.114, test_acc: 0.110
EPOCH:: 35, (56m 45s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 36, (58m 24s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 37, (60m 4s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 38, (61m 43s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 39, (63m 20s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 40, (64m 55s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 41, (66m 31s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 42, (68m 9s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 43, (69m 46s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 44, (71m 22s) train_cost: 2.302, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 45, (72m 57s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 46, (74m 34s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 47, (76m 10s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 48, (77m 48s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 49, (79m 23s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 50, (81m 2s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
max test_acc: 0.110
-------------------------------------------------------------------
13回目
{'dropout': 0.6153484833935186, 'clip': 142.17520268810432, 'weight_decay': 0.0005218105327037839, 'l_rate': 5.2145187885230414e-05}
EPOCH:: 1, (1m 39s) train_cost: 2.280, test_cost: 2.183, train_acc: 0.143, test_acc: 0.200
EPOCH:: 2, (3m 18s) train_cost: 1.989, test_cost: 1.727, train_acc: 0.138, test_acc: 0.050
EPOCH:: 3, (4m 58s) train_cost: 1.773, test_cost: 1.673, train_acc: 0.046, test_acc: 0.082
EPOCH:: 4, (6m 39s) train_cost: 1.704, test_cost: 1.545, train_acc: 0.061, test_acc: 0.185
EPOCH:: 5, (8m 16s) train_cost: 1.619, test_cost: 1.471, train_acc: 0.111, test_acc: 0.210
EPOCH:: 6, (9m 53s) train_cost: 1.660, test_cost: 1.813, train_acc: 0.138, test_acc: 0.093
EPOCH:: 7, (11m 30s) train_cost: 1.645, test_cost: 1.402, train_acc: 0.148, test_acc: 0.118
EPOCH:: 8, (13m 6s) train_cost: 1.445, test_cost: 1.286, train_acc: 0.184, test_acc: 0.043
EPOCH:: 9, (14m 43s) train_cost: 1.417, test_cost: 1.267, train_acc: 0.153, test_acc: 0.037
EPOCH:: 10, (16m 19s) train_cost: 1.287, test_cost: 1.264, train_acc: 0.048, test_acc: 0.044
EPOCH:: 11, (17m 56s) train_cost: 1.224, test_cost: 1.068, train_acc: 0.062, test_acc: 0.143
EPOCH:: 12, (19m 33s) train_cost: 1.135, test_cost: 1.002, train_acc: 0.104, test_acc: 0.166
EPOCH:: 13, (21m 11s) train_cost: 1.083, test_cost: 0.954, train_acc: 0.134, test_acc: 0.184
EPOCH:: 14, (22m 48s) train_cost: 1.083, test_cost: 0.935, train_acc: 0.137, test_acc: 0.191
EPOCH:: 15, (24m 25s) train_cost: 1.016, test_cost: 0.906, train_acc: 0.161, test_acc: 0.203
EPOCH:: 16, (26m 1s) train_cost: 0.979, test_cost: 0.927, train_acc: 0.174, test_acc: 0.185
EPOCH:: 17, (27m 38s) train_cost: 0.952, test_cost: 0.821, train_acc: 0.184, test_acc: 0.203
EPOCH:: 18, (29m 14s) train_cost: 0.915, test_cost: 1.888, train_acc: 0.195, test_acc: 0.204
EPOCH:: 19, (30m 50s) train_cost: 1.647, test_cost: 1.152, train_acc: 0.089, test_acc: 0.098
EPOCH:: 20, (32m 28s) train_cost: 1.075, test_cost: 0.880, train_acc: 0.134, test_acc: 0.200
EPOCH:: 21, (34m 8s) train_cost: 0.921, test_cost: 0.813, train_acc: 0.191, test_acc: 0.204
EPOCH:: 22, (35m 46s) train_cost: 0.889, test_cost: 0.786, train_acc: 0.203, test_acc: 0.229
EPOCH:: 23, (37m 26s) train_cost: 0.863, test_cost: 0.769, train_acc: 0.211, test_acc: 0.197
EPOCH:: 24, (39m 4s) train_cost: 0.900, test_cost: 0.883, train_acc: 0.195, test_acc: 0.204
EPOCH:: 25, (40m 40s) train_cost: 0.854, test_cost: 0.811, train_acc: 0.213, test_acc: 0.221
EPOCH:: 26, (42m 16s) train_cost: 0.831, test_cost: 0.735, train_acc: 0.202, test_acc: 0.133
EPOCH:: 27, (43m 52s) train_cost: 0.870, test_cost: 0.772, train_acc: 0.202, test_acc: 0.198
EPOCH:: 28, (45m 28s) train_cost: 0.796, test_cost: 0.737, train_acc: 0.180, test_acc: 0.114
EPOCH:: 29, (47m 5s) train_cost: 0.785, test_cost: 0.693, train_acc: 0.185, test_acc: 0.051
EPOCH:: 30, (48m 42s) train_cost: 0.756, test_cost: 0.698, train_acc: 0.141, test_acc: 0.067
EPOCH:: 31, (50m 19s) train_cost: 0.755, test_cost: 0.668, train_acc: 0.139, test_acc: 0.023
EPOCH:: 32, (51m 56s) train_cost: 0.758, test_cost: 0.698, train_acc: 0.125, test_acc: 0.052
EPOCH:: 33, (53m 32s) train_cost: 0.736, test_cost: 0.661, train_acc: 0.089, test_acc: 0.024
EPOCH:: 34, (55m 8s) train_cost: 0.740, test_cost: 0.658, train_acc: 0.091, test_acc: 0.043
EPOCH:: 35, (56m 46s) train_cost: 0.710, test_cost: 0.670, train_acc: 0.065, test_acc: 0.058
EPOCH:: 36, (58m 21s) train_cost: 0.717, test_cost: 0.878, train_acc: 0.066, test_acc: 0.196
EPOCH:: 37, (59m 57s) train_cost: 0.707, test_cost: 0.608, train_acc: 0.052, test_acc: 0.043
EPOCH:: 38, (61m 34s) train_cost: 0.709, test_cost: 0.622, train_acc: 0.074, test_acc: 0.038
EPOCH:: 39, (63m 11s) train_cost: 0.669, test_cost: 0.619, train_acc: 0.032, test_acc: 0.037
EPOCH:: 40, (64m 49s) train_cost: 0.692, test_cost: 0.607, train_acc: 0.055, test_acc: 0.045
EPOCH:: 41, (66m 28s) train_cost: 0.674, test_cost: 0.700, train_acc: 0.036, test_acc: 0.035
EPOCH:: 42, (68m 7s) train_cost: 0.866, test_cost: 0.637, train_acc: 0.109, test_acc: 0.030
EPOCH:: 43, (69m 47s) train_cost: 0.663, test_cost: 0.582, train_acc: 0.032, test_acc: 0.050
EPOCH:: 44, (71m 27s) train_cost: 0.664, test_cost: 0.602, train_acc: 0.042, test_acc: 0.048
EPOCH:: 45, (73m 3s) train_cost: 1.363, test_cost: 0.976, train_acc: 0.114, test_acc: 0.191
EPOCH:: 46, (74m 40s) train_cost: 0.853, test_cost: 0.729, train_acc: 0.168, test_acc: 0.046
EPOCH:: 47, (76m 16s) train_cost: 0.758, test_cost: 0.664, train_acc: 0.094, test_acc: 0.026
EPOCH:: 48, (77m 53s) train_cost: 0.716, test_cost: 0.661, train_acc: 0.047, test_acc: 0.028
EPOCH:: 49, (79m 29s) train_cost: 0.699, test_cost: 0.606, train_acc: 0.052, test_acc: 0.044
EPOCH:: 50, (81m 6s) train_cost: 0.668, test_cost: 0.651, train_acc: 0.029, test_acc: 0.038
max test_acc: 0.229
-------------------------------------------------------------------
14回目
{'dropout': 0.9111234226044, 'clip': 8645.556213573691, 'weight_decay': 0.00013750759295116536, 'l_rate': 0.00023777521169827064}
EPOCH:: 1, (1m 34s) train_cost: 2.263, test_cost: 2.160, train_acc: 0.145, test_acc: 0.035
EPOCH:: 2, (3m 11s) train_cost: 2.033, test_cost: 1.921, train_acc: 0.123, test_acc: 0.084
EPOCH:: 3, (4m 47s) train_cost: 1.786, test_cost: 1.457, train_acc: 0.102, test_acc: 0.022
EPOCH:: 4, (6m 24s) train_cost: 1.549, test_cost: 1.217, train_acc: 0.181, test_acc: 0.097
EPOCH:: 5, (8m 2s) train_cost: 1.489, test_cost: 1.294, train_acc: 0.181, test_acc: 0.055
EPOCH:: 6, (9m 38s) train_cost: 1.459, test_cost: 1.000, train_acc: 0.131, test_acc: 0.170
EPOCH:: 7, (11m 14s) train_cost: 1.304, test_cost: 0.932, train_acc: 0.057, test_acc: 0.183
EPOCH:: 8, (12m 50s) train_cost: 1.200, test_cost: 0.830, train_acc: 0.079, test_acc: 0.196
EPOCH:: 9, (14m 27s) train_cost: 1.181, test_cost: 0.967, train_acc: 0.092, test_acc: 0.171
EPOCH:: 10, (16m 5s) train_cost: 1.492, test_cost: 1.146, train_acc: 0.131, test_acc: 0.084
EPOCH:: 11, (17m 44s) train_cost: 1.230, test_cost: 0.859, train_acc: 0.067, test_acc: 0.210
EPOCH:: 12, (19m 24s) train_cost: 1.056, test_cost: 0.779, train_acc: 0.128, test_acc: 0.193
EPOCH:: 13, (21m 1s) train_cost: 1.006, test_cost: 0.725, train_acc: 0.146, test_acc: 0.127
EPOCH:: 14, (22m 40s) train_cost: 0.963, test_cost: 0.746, train_acc: 0.162, test_acc: 0.116
EPOCH:: 15, (24m 18s) train_cost: 0.919, test_cost: 0.632, train_acc: 0.179, test_acc: 0.050
EPOCH:: 16, (25m 53s) train_cost: 0.875, test_cost: 0.575, train_acc: 0.192, test_acc: 0.054
EPOCH:: 17, (27m 30s) train_cost: 0.839, test_cost: 0.561, train_acc: 0.208, test_acc: 0.066
EPOCH:: 18, (29m 7s) train_cost: 0.802, test_cost: 0.522, train_acc: 0.210, test_acc: 0.071
EPOCH:: 19, (30m 43s) train_cost: 0.800, test_cost: 0.520, train_acc: 0.201, test_acc: 0.076
EPOCH:: 20, (32m 19s) train_cost: 0.745, test_cost: 0.501, train_acc: 0.115, test_acc: 0.078
EPOCH:: 21, (33m 56s) train_cost: 0.723, test_cost: 0.538, train_acc: 0.079, test_acc: 0.076
EPOCH:: 22, (35m 33s) train_cost: 2.197, test_cost: 1.723, train_acc: 0.171, test_acc: 0.114
EPOCH:: 23, (37m 10s) train_cost: 1.778, test_cost: 1.418, train_acc: 0.064, test_acc: 0.072
EPOCH:: 24, (38m 47s) train_cost: 1.591, test_cost: 1.177, train_acc: 0.150, test_acc: 0.167
EPOCH:: 25, (40m 24s) train_cost: 1.479, test_cost: 1.039, train_acc: 0.201, test_acc: 0.190
EPOCH:: 26, (42m 0s) train_cost: 1.367, test_cost: 0.983, train_acc: 0.149, test_acc: 0.201
EPOCH:: 27, (43m 38s) train_cost: 1.327, test_cost: 0.928, train_acc: 0.067, test_acc: 0.177
EPOCH:: 28, (45m 14s) train_cost: 1.295, test_cost: 0.929, train_acc: 0.057, test_acc: 0.207
EPOCH:: 29, (46m 52s) train_cost: 1.205, test_cost: 0.790, train_acc: 0.066, test_acc: 0.191
EPOCH:: 30, (48m 28s) train_cost: 1.149, test_cost: 0.794, train_acc: 0.088, test_acc: 0.168
EPOCH:: 31, (50m 5s) train_cost: 1.121, test_cost: 0.720, train_acc: 0.099, test_acc: 0.103
EPOCH:: 32, (51m 42s) train_cost: 1.078, test_cost: 0.723, train_acc: 0.116, test_acc: 0.072
EPOCH:: 33, (53m 20s) train_cost: 1.077, test_cost: 0.670, train_acc: 0.117, test_acc: 0.045
EPOCH:: 34, (55m 1s) train_cost: 1.032, test_cost: 0.698, train_acc: 0.135, test_acc: 0.035
EPOCH:: 35, (56m 40s) train_cost: 1.010, test_cost: 0.641, train_acc: 0.145, test_acc: 0.037
EPOCH:: 36, (58m 19s) train_cost: 0.998, test_cost: 0.636, train_acc: 0.145, test_acc: 0.031
EPOCH:: 37, (59m 58s) train_cost: 0.981, test_cost: 0.666, train_acc: 0.153, test_acc: 0.030
EPOCH:: 38, (61m 34s) train_cost: 0.933, test_cost: 0.614, train_acc: 0.170, test_acc: 0.039
EPOCH:: 39, (63m 12s) train_cost: 0.910, test_cost: 0.626, train_acc: 0.180, test_acc: 0.035
EPOCH:: 40, (64m 51s) train_cost: 0.920, test_cost: 0.595, train_acc: 0.179, test_acc: 0.051
EPOCH:: 41, (66m 29s) train_cost: 0.884, test_cost: 0.560, train_acc: 0.189, test_acc: 0.061
EPOCH:: 42, (68m 8s) train_cost: 0.914, test_cost: 0.549, train_acc: 0.179, test_acc: 0.063
EPOCH:: 43, (69m 48s) train_cost: 0.854, test_cost: 0.526, train_acc: 0.196, test_acc: 0.069
EPOCH:: 44, (71m 24s) train_cost: 0.859, test_cost: 0.540, train_acc: 0.196, test_acc: 0.068
EPOCH:: 45, (73m 1s) train_cost: 0.849, test_cost: 0.525, train_acc: 0.196, test_acc: 0.074
EPOCH:: 46, (74m 36s) train_cost: 0.832, test_cost: 0.538, train_acc: 0.206, test_acc: 0.061
EPOCH:: 47, (76m 15s) train_cost: 0.821, test_cost: 0.515, train_acc: 0.207, test_acc: 0.071
EPOCH:: 48, (77m 52s) train_cost: 0.814, test_cost: 0.497, train_acc: 0.211, test_acc: 0.078
EPOCH:: 49, (79m 29s) train_cost: 0.806, test_cost: 0.504, train_acc: 0.214, test_acc: 0.082
EPOCH:: 50, (81m 5s) train_cost: 0.798, test_cost: 0.497, train_acc: 0.213, test_acc: 0.078
max test_acc: 0.210
-------------------------------------------------------------------
15回目
{'dropout': 0.5772864456204437, 'clip': 1154.0619889277184, 'weight_decay': 0.001065126263538608, 'l_rate': 7.401755669477613e-05}
EPOCH:: 1, (1m 37s) train_cost: 2.230, test_cost: 2.016, train_acc: 0.147, test_acc: 0.062
EPOCH:: 2, (3m 13s) train_cost: 1.885, test_cost: 1.721, train_acc: 0.044, test_acc: 0.091
EPOCH:: 3, (4m 51s) train_cost: 1.670, test_cost: 1.467, train_acc: 0.095, test_acc: 0.223
EPOCH:: 4, (6m 26s) train_cost: 1.504, test_cost: 1.310, train_acc: 0.175, test_acc: 0.064
EPOCH:: 5, (8m 3s) train_cost: 1.401, test_cost: 1.324, train_acc: 0.205, test_acc: 0.100
